PDE variable 0,arc_length
0.999999,19.8
0.999999,19.9
0.999999,20
0.999999,20.1
0.999999,20.2
0.999999,20.3
0.999999,20.4
0.999999,20.5
0.999999,20.6
0.999999,20.7
0.999999,20.8
0.999999,20.9
0.999999,21
0.999999,21.1
0.999999,21.2
0.999999,21.3
0.999999,21.4
0.999999,21.5
0.999999,21.6
0.999999,21.7
0.999998,21.8
0.999999,21.9
0.999998,22
0.999998,22.1
0.999998,22.2
0.999998,22.3
0.999998,22.4
0.999998,22.5
0.999998,22.6
0.999998,22.7
0.999998,22.8
0.999998,22.9
0.999998,23
0.999998,23.1
0.999997,23.2
0.999997,23.3
0.999997,23.4
0.999997,23.5
0.999997,23.6
0.999997,23.7
0.999997,23.8
0.999997,23.9
0.999996,24
0.999996,24.1
0.999996,24.2
0.999996,24.3
0.999996,24.4
0.999995,24.5
0.999995,24.6
0.999995,24.7
0.999995,24.8
0.999995,24.9
0.999994,25
0.999994,25.1
0.999994,25.2
0.999994,25.3
0.999993,25.4
0.999993,25.5
0.999993,25.6
0.999992,25.7
0.999992,25.8
0.999992,25.9
0.999991,26
0.999991,26.1
0.999991,26.2
0.99999,26.3
0.99999,26.4
0.999989,26.5
0.999989,26.6
0.999988,26.7
0.999988,26.8
0.999987,26.9
0.999987,27
0.999986,27.1
0.999986,27.2
0.999985,27.3
0.999984,27.4
0.999984,27.5
0.999983,27.6
0.999982,27.7
0.999982,27.8
0.999981,27.9
0.99998,28
0.999979,28.1
0.999978,28.2
0.999977,28.3
0.999976,28.4
0.999975,28.5
0.999974,28.6
0.999973,28.7
0.999972,28.8
0.999971,28.9
0.999969,29
0.999968,29.1
0.999967,29.2
0.999965,29.3
0.999964,29.4
0.999962,29.5
0.999961,29.6
0.999959,29.7
0.999957,29.8
0.999955,29.9
0.999953,30
0.999951,30.1
0.999949,30.2
0.999947,30.3
0.999945,30.4
0.999942,30.5
0.99994,30.6
0.999937,30.7
0.999935,30.8
0.999932,30.9
0.999929,31
0.999926,31.1
0.999923,31.2
0.999919,31.3
0.999916,31.4
0.999912,31.5
0.999908,31.6
0.999904,31.7
0.9999,31.8
0.999896,31.9
0.999891,32
0.999887,32.1
0.999882,32.2
0.999877,32.3
0.999871,32.4
0.999866,32.5
0.99986,32.6
0.999854,32.7
0.999848,32.8
0.999841,32.9
0.999834,33
0.999827,33.1
0.99982,33.2
0.999812,33.3
0.999804,33.4
0.999795,33.5
0.999787,33.6
0.999777,33.7
0.999768,33.8
0.999758,33.9
0.999747,34
0.999736,34.1
0.999725,34.2
0.999713,34.3
0.999701,34.4
0.999688,34.5
0.999674,34.6
0.99966,34.7
0.999646,34.8
0.99963,34.9
0.999614,35
0.999598,35.1
0.99958,35.2
0.999562,35.3
0.999543,35.4
0.999524,35.5
0.999503,35.6
0.999482,35.7
0.999459,35.8
0.999436,35.9
0.999412,36
0.999386,36.1
0.99936,36.2
0.999332,36.3
0.999303,36.4
0.999273,36.5
0.999242,36.6
0.999209,36.7
0.999175,36.8
0.999139,36.9
0.999102,37
0.999064,37.1
0.999023,37.2
0.998981,37.3
0.998937,37.4
0.998891,37.5
0.998844,37.6
0.998794,37.7
0.998742,37.8
0.998688,37.9
0.998631,38
0.998572,38.1
0.99851,38.2
0.998446,38.3
0.998379,38.4
0.998309,38.5
0.998236,38.6
0.99816,38.7
0.998081,38.8
0.997999,38.9
0.997912,39
0.997822,39.1
0.997729,39.2
0.997631,39.3
0.997529,39.4
0.997422,39.5
0.997311,39.6
0.997196,39.7
0.997075,39.8
0.996949,39.9
0.996818,40
0.996681,40.1
0.996538,40.2
0.996389,40.3
0.996233,40.4
0.996072,40.5
0.995902,40.6
0.995726,40.7
0.995543,40.8
0.995351,40.9
0.995151,41
0.994943,41.1
0.994725,41.2
0.994499,41.3
0.994263,41.4
0.994016,41.5
0.993759,41.6
0.993491,41.7
0.993212,41.8
0.992921,41.9
0.992617,42
0.992301,42.1
0.99197,42.2
0.991626,42.3
0.991267,42.4
0.990893,42.5
0.990503,42.6
0.990097,42.7
0.989673,42.8
0.989231,42.9
0.988771,43
0.988291,43.1
0.98779,43.2
0.987269,43.3
0.986725,43.4
0.986158,43.5
0.985568,43.6
0.984953,43.7
0.984311,43.8
0.983643,43.9
0.982947,44
0.982221,44.1
0.981465,44.2
0.980677,44.3
0.979857,44.4
0.979002,44.5
0.978111,44.6
0.977183,44.7
0.976217,44.8
0.975211,44.9
0.974162,45
0.973071,45.1
0.971934,45.2
0.970751,45.3
0.969518,45.4
0.968235,45.5
0.9669,45.6
0.965509,45.7
0.964062,45.8
0.962557,45.9
0.96099,46
0.959359,46.1
0.957663,46.2
0.955898,46.3
0.954062,46.4
0.952153,46.5
0.950167,46.6
0.948103,46.7
0.945957,46.8
0.943725,46.9
0.941407,47
0.938997,47.1
0.936493,47.2
0.933892,47.3
0.93119,47.4
0.928384,47.5
0.925471,47.6
0.922446,47.7
0.919307,47.8
0.916049,47.9
0.91267,48
0.909165,48.1
0.905529,48.2
0.901761,48.3
0.897854,48.4
0.893806,48.5
0.889613,48.6
0.88527,48.7
0.880774,48.8
0.87612,48.9
0.871304,49
0.866323,49.1
0.861172,49.2
0.855848,49.3
0.850346,49.4
0.844664,49.5
0.838796,49.6
0.83274,49.7
0.826493,49.8
0.82005,49.9
0.813409,50
0.806567,50.1
0.799521,50.2
0.792269,50.3
0.784807,50.4
0.777136,50.5
0.769253,50.6
0.761155,50.7
0.752844,50.8
0.744318,50.9
0.735576,51
0.72662,51.1
0.717449,51.2
0.708067,51.3
0.698472,51.4
0.68867,51.5
0.678661,51.6
0.66845,51.7
0.658041,51.8
0.647438,51.9
0.636647,52
0.625673,52.1
0.614524,52.2
0.603206,52.3
0.591728,52.4
0.580098,52.5
0.568325,52.6
0.556419,52.7
0.544391,52.8
0.532251,52.9
0.520012,53
0.507687,53.1
0.495286,53.2
0.482825,53.3
0.470316,53.4
0.457774,53.5
0.445214,53.6
0.432649,53.7
0.420096,53.8
0.407569,53.9
0.395083,54
0.382655,54.1
0.370298,54.2
0.358029,54.3
0.345862,54.4
0.333813,54.5
0.321895,54.6
0.310123,54.7
0.29851,54.8
0.28707,54.9
0.275814,55
0.264756,55.1
0.253905,55.2
0.243273,55.3
0.232869,55.4
0.222703,55.5
0.212782,55.6
0.203112,55.7
0.193702,55.8
0.184556,55.9
0.175679,56
0.167075,56.1
0.158745,56.2
0.150692,56.3
0.142918,56.4
0.135422,56.5
0.128204,56.6
0.121262,56.7
0.114594,56.8
0.108198,56.9
0.10207,57
0.0962066,57.1
0.0906025,57.2
0.0852532,57.3
0.0801529,57.4
0.0752959,57.5
0.0706759,57.6
0.0662861,57.7
0.0621202,57.8
0.0581706,57.9
0.0544305,58
0.0508925,58.1
0.047549,58.2
0.0443928,58.3
0.0414162,58.4
0.038612,58.5
0.0359726,58.6
0.0334908,58.7
0.0311592,58.8
0.0289709,58.9
0.0269188,59
0.0249963,59.1
0.0231965,59.2
0.0215132,59.3
0.01994,59.4
0.018471,59.5
0.0171004,59.6
0.0158224,59.7
0.0146319,59.8
0.0135235,59.9
0.0124925,60
0.011534,60.1
0.0106436,60.2
0.00981692,60.3
0.00904999,60.4
0.00833895,60.5
0.00768013,60.6
0.00707005,60.7
0.00650543,60.8
0.00598326,60.9
0.00550053,61
0.00505462,61.1
0.00464281,61.2
0.00426285,61.3
0.00391233,61.4
0.00358923,61.5
0.00329149,61.6
0.00301729,61.7
0.00276488,61.8
0.00253261,61.9
0.00231905,62
0.00212268,62.1
0.0019423,62.2
0.00177657,62.3
0.00162446,62.4
0.00148484,62.5
0.0013568,62.6
0.00123937,62.7
0.00113174,62.8
0.00103314,62.9
0.000942824,63
0.000860143,63.1
0.000784446,63.2
0.000715243,63.3
0.000651901,63.4
0.000594032,63.5
0.000541102,63.6
0.000492792,63.7
0.000448641,63.8
0.000408318,63.9
0.000371534,64
0.000337963,64.1
0.00030736,64.2
0.000279405,64.3
0.000253975,64.4
0.000230767,64.5
0.000209653,64.6
0.000190368,64.7
0.000172867,64.8
0.000156906,64.9
0.000142379,65
0.000129173,65.1
0.000117144,65.2
0.000106249,65.3
9.62798e-05,65.4
8.72668e-05,65.5
7.90552e-05,65.6
7.1635e-05,65.7
6.484e-05,65.8
5.87071e-05,65.9
5.31377e-05,66
4.80863e-05,66.1
4.34835e-05,66.2
3.93094e-05,66.3
3.55599e-05,66.4
3.21131e-05,66.5
2.90206e-05,66.6
2.61947e-05,66.7
2.36731e-05,66.8
2.13478e-05,66.9
1.92574e-05,67
1.73647e-05,67.1
1.56755e-05,67.2
1.41135e-05,67.3
1.27046e-05,67.4
1.14456e-05,67.5
1.03021e-05,67.6
9.27039e-06,67.7
8.30499e-06,67.8
7.48706e-06,67.9
6.70924e-06,68
6.02043e-06,68.1
5.3885e-06,68.2
4.83774e-06,68.3
4.3297e-06,68.4
3.85931e-06,68.5
3.44679e-06,68.6
3.08366e-06,68.7
2.7554e-06,68.8
2.42774e-06,68.9
2.16765e-06,69
1.91652e-06,69.1
1.70376e-06,69.2
1.4835e-06,69.3
1.30508e-06,69.4
1.15527e-06,69.5
1.00145e-06,69.6
8.65037e-07,69.7
7.4859e-07,69.8
6.53799e-07,69.9
5.48204e-07,70
4.63244e-07,70.1
3.80559e-07,70.2
3.31324e-07,70.3
2.45752e-07,70.4
1.93238e-07,70.5
1.44443e-07,70.6
1.09423e-07,70.7
5.66364e-08,70.8
1.00434e-08,70.9
-4.76523e-09,71
-3.54214e-08,71.1
-6.27015e-08,71.2
-9.48667e-08,71.3
-9.50032e-08,71.4
-1.24683e-07,71.5
-1.35137e-07,71.6
-1.6653e-07,71.7
-1.61381e-07,71.8
-1.83191e-07,71.9
-2.03934e-07,72
-2.06879e-07,72.1
-2.063e-07,72.2
-2.12853e-07,72.3
-2.35145e-07,72.4
-2.3095e-07,72.5
-2.28789e-07,72.6
-2.3447e-07,72.7
-2.54227e-07,72.8
-2.37008e-07,72.9
-2.47953e-07,73
-2.4641e-07,73.1
-2.63255e-07,73.2
-2.57633e-07,73.3
-2.54261e-07,73.4
-2.64366e-07,73.5
-2.67527e-07,73.6
-2.61064e-07,73.7
-2.50351e-07,73.8
-2.68789e-07,73.9
-2.63242e-07,74
-2.62019e-07,74.1
-2.49216e-07,74.2
-2.6984e-07,74.3
-2.61439e-07,74.4
-2.52328e-07,74.5
-2.61741e-07,74.6
-2.63774e-07,74.7
-2.7388e-07,74.8
-2.54196e-07,74.9
-2.62558e-07,75
-2.6156e-07,75.1
-2.63589e-07,75.2
-2.47989e-07,75.3
-2.5655e-07,75.4
-2.62171e-07,75.5
-2.57675e-07,75.6
-2.49193e-07,75.7
-2.5148e-07,75.8
-2.70991e-07,75.9
-2.48138e-07,76
-2.56265e-07,76.1
-2.55527e-07,76.2
-2.69741e-07,76.3
-2.52532e-07,76.4
-2.48973e-07,76.5
-2.51526e-07,76.6
-2.55157e-07,76.7
-2.40693e-07,76.8
-2.4014e-07,76.9
-2.53631e-07,77
-2.49324e-07,77.1
-2.45876e-07,77.2
-2.33772e-07,77.3
-2.59679e-07,77.4
-2.44497e-07,77.5
-2.42213e-07,77.6
-2.37504e-07,77.7
-2.54182e-07,77.8
-2.43637e-07,77.9
-2.34757e-07,78
-2.38196e-07,78.1
-2.42618e-07,78.2
-2.40897e-07,78.3
-2.25319e-07,78.4
-2.45995e-07,78.5
-2.42566e-07,78.6
-2.41946e-07,78.7
-2.2839e-07,78.8
-2.41883e-07,78.9
-2.44798e-07,79
-2.29561e-07,79.1
-2.28864e-07,79.2
-2.38147e-07,79.3
-2.39775e-07,79.4
-2.24374e-07,79.5
-2.26575e-07,79.6
-2.28605e-07,79.7
-2.37807e-07,79.8
-2.19734e-07,79.9
-2.27405e-07,80
-2.37022e-07,80.1
-2.3265e-07,80.2
-2.26815e-07,80.3
-2.23869e-07,80.4
-2.39788e-07,80.5
-2.24771e-07,80.6
-2.22849e-07,80.7
-2.27413e-07,80.8
-2.35239e-07,80.9
-2.21503e-07,81
-2.19252e-07,81.1
-2.23668e-07,81.2
-2.31581e-07,81.3
-2.28663e-07,81.4
-2.18797e-07,81.5
-2.30754e-07,81.6
-2.28008e-07,81.7
-2.26574e-07,81.8
-2.13877e-07,81.9
-2.26268e-07,82
-2.23893e-07,82.1
-2.15145e-07,82.2
-2.12779e-07,82.3
-2.26484e-07,82.4
-2.19695e-07,82.5
-2.12115e-07,82.6
-2.14867e-07,82.7
-2.21972e-07,82.8
-2.24446e-07,82.9
-2.10723e-07,83
-2.1589e-07,83.1
-2.20585e-07,83.2
-2.22216e-07,83.3
-2.06774e-07,83.4
-2.14197e-07,83.5
-2.18756e-07,83.6
-2.18846e-07,83.7
-2.05614e-07,83.8
-2.14627e-07,83.9
-2.22378e-07,84
-2.09168e-07,84.1
-2.10844e-07,84.2
-2.16012e-07,84.3
-2.20472e-07,84.4
-2.07609e-07,84.5
-2.03905e-07,84.6
-2.13923e-07,84.7
-2.1515e-07,84.8
-2.04369e-07,84.9
-2.00238e-07,85
-2.10235e-07,85.1
-2.10732e-07,85.2
-2.00439e-07,85.3
-1.98528e-07,85.4
-2.13455e-07,85.5
-2.08437e-07,85.6
-1.98984e-07,85.7
-2.06166e-07,85.8
-2.1093e-07,85.9
-2.08519e-07,86
-1.94922e-07,86.1
-2.06459e-07,86.2
-2.11116e-07,86.3
-2.04121e-07,86.4
-1.95925e-07,86.5
-2.03215e-07,86.6
-2.08364e-07,86.7
-2.01556e-07,86.8
-1.96274e-07,86.9
-2.08482e-07,87
-2.11098e-07,87.1
-1.99494e-07,87.2
-1.95933e-07,87.3
-2.0404e-07,87.4
-2.01791e-07,87.5
-1.93009e-07,87.6
-1.9385e-07,87.7
-2.00061e-07,87.8
-2.03856e-07,87.9
-1.90095e-07,88
-1.96311e-07,88.1
-1.99577e-07,88.2
-2.00592e-07,88.3
-1.90273e-07,88.4
-1.96291e-07,88.5
-2.06118e-07,88.6
-1.97123e-07,88.7
-1.89943e-07,88.8
-1.94757e-07,88.9
-2.01043e-07,89
-1.94159e-07,89.1
-1.92072e-07,89.2
-1.95421e-07,89.3
-2.0245e-07,89.4
-1.95335e-07,89.5
-1.9072e-07,89.6
-1.97804e-07,89.7
-2.02561e-07,89.8
-1.96609e-07,89.9
-1.8887e-07,90
-1.96871e-07,90.1
-2.00975e-07,90.2
-1.87088e-07,90.3
-1.88156e-07,90.4
-1.95417e-07,90.5
-1.94652e-07,90.6
-1.86403e-07,90.7
-1.9192e-07,90.8
-1.99222e-07,90.9
-1.97639e-07,91
-1.87794e-07,91.1
-1.88741e-07,91.2
-2.00426e-07,91.3
-1.97039e-07,91.4
-1.89419e-07,91.5
-1.8904e-07,91.6
-2.00483e-07,91.7
-1.93172e-07,91.8
-1.83938e-07,91.9
-1.92757e-07,92
-1.99525e-07,92.1
-1.91138e-07,92.2
-1.89751e-07,92.3
-2.00281e-07,92.4
-2.0177e-07,92.5
-1.89188e-07,92.6
-1.87467e-07,92.7
-1.92582e-07,92.8
-1.94726e-07,92.9
-1.83784e-07,93
-1.83891e-07,93.1
-1.9367e-07,93.2
-1.95622e-07,93.3
-1.85177e-07,93.4
-1.84671e-07,93.5
-1.99525e-07,93.6
-1.9308e-07,93.7
-1.88034e-07,93.8
-1.90683e-07,93.9
-1.98684e-07,94
-1.91117e-07,94.1
-1.83836e-07,94.2
-1.89808e-07,94.3
-1.94307e-07,94.4
-1.8779e-07,94.5
-1.86572e-07,94.6
-1.93101e-07,94.7
-1.98228e-07,94.8
-1.88658e-07,94.9
-1.83662e-07,95
-1.92451e-07,95.1
-1.976e-07,95.2
-1.88122e-07,95.3
-1.85932e-07,95.4
-1.91531e-07,95.5
-1.91133e-07,95.6
-1.84078e-07,95.7
-1.83092e-07,95.8
-1.90456e-07,95.9
-1.88919e-07,96
-1.87077e-07,96.1
-1.85841e-07,96.2
-1.96335e-07,96.3
-1.9085e-07,96.4
-1.83742e-07,96.5
-1.86463e-07,96.6
-1.94968e-07,96.7
-1.92738e-07,96.8
-1.82122e-07,96.9
-1.88603e-07,97
-1.91587e-07,97.1
-1.87368e-07,97.2
-1.82262e-07,97.3
-1.86774e-07,97.4
-1.95438e-07,97.5
-1.89953e-07,97.6
-1.85524e-07,97.7
-1.88856e-07,97.8
-1.93809e-07,97.9
-1.88205e-07,98
-1.80626e-07,98.1
-1.91142e-07,98.2
-1.92167e-07,98.3
-1.81877e-07,98.4
-1.80021e-07,98.5
-1.91837e-07,98.6
-1.89086e-07,98.7
-1.81723e-07,98.8
-1.83223e-07,98.9
-1.92656e-07,99
-1.92691e-07,99.1
-1.82878e-07,99.2
-1.85404e-07,99.3
-1.9088e-07,99.4
-1.91717e-07,99.5
-1.80448e-07,99.6
-1.84816e-07,99.7
-1.96139e-07,99.8
-1.89027e-07,99.9
-1.80509e-07,100
