PDE variable 0,arc_length
1,20.2
1,20.3
1,20.4
1,20.5
1,20.6
1,20.7
1,20.8
1,20.9
1,21
1,21.1
1,21.2
1,21.3
1,21.4
1,21.5
1,21.6
1,21.7
1,21.8
1,21.9
1,22
1,22.1
1,22.2
1,22.3
1,22.4
1,22.5
1,22.6
1,22.7
1,22.8
1,22.9
1,23
1,23.1
1,23.2
1,23.3
1,23.4
1,23.5
1,23.6
1,23.7
1,23.8
1,23.9
1,24
1,24.1
1,24.2
1,24.3
1,24.4
1,24.5
1,24.6
1,24.7
1,24.8
1,24.9
1,25
1,25.1
1,25.2
1,25.3
1,25.4
1,25.5
1,25.6
1,25.7
1,25.8
1,25.9
1,26
1,26.1
1,26.2
1,26.3
1,26.4
1,26.5
1,26.6
1,26.7
1,26.8
1,26.9
1,27
1,27.1
1,27.2
1,27.3
1,27.4
1,27.5
1,27.6
1,27.7
1,27.8
1,27.9
1,28
1,28.1
1,28.2
1,28.3
1,28.4
1,28.5
1,28.6
1,28.7
1,28.8
1,28.9
1,29
1,29.1
1,29.2
1,29.3
1,29.4
1,29.5
1,29.6
1,29.7
1,29.8
1,29.9
1,30
1,30.1
1,30.2
1,30.3
1,30.4
1,30.5
1,30.6
1,30.7
1,30.8
1,30.9
1,31
1,31.1
1,31.2
1,31.3
1,31.4
1,31.5
1,31.6
1,31.7
1,31.8
1,31.9
1,32
1,32.1
1,32.2
1,32.3
1,32.4
1,32.5
1,32.6
1,32.7
1,32.8
1,32.9
1,33
1,33.1
1,33.2
1,33.3
1,33.4
1,33.5
1,33.6
1,33.7
1,33.8
1,33.9
1,34
1,34.1
1,34.2
1,34.3
1,34.4
1,34.5
1,34.6
1,34.7
1,34.8
0.999999,34.9
1,35
0.999999,35.1
0.999999,35.2
0.999999,35.3
0.999999,35.4
0.999999,35.5
0.999999,35.6
0.999999,35.7
0.999999,35.8
0.999999,35.9
0.999999,36
0.999999,36.1
0.999999,36.2
0.999999,36.3
0.999999,36.4
0.999999,36.5
0.999999,36.6
0.999999,36.7
0.999999,36.8
0.999999,36.9
0.999999,37
0.999999,37.1
0.999999,37.2
0.999999,37.3
0.999999,37.4
0.999998,37.5
0.999998,37.6
0.999998,37.7
0.999998,37.8
0.999998,37.9
0.999998,38
0.999998,38.1
0.999998,38.2
0.999998,38.3
0.999998,38.4
0.999998,38.5
0.999998,38.6
0.999998,38.7
0.999997,38.8
0.999997,38.9
0.999997,39
0.999997,39.1
0.999997,39.2
0.999997,39.3
0.999997,39.4
0.999997,39.5
0.999996,39.6
0.999996,39.7
0.999996,39.8
0.999996,39.9
0.999996,40
0.999996,40.1
0.999995,40.2
0.999995,40.3
0.999995,40.4
0.999995,40.5
0.999994,40.6
0.999994,40.7
0.999994,40.8
0.999994,40.9
0.999993,41
0.999993,41.1
0.999993,41.2
0.999993,41.3
0.999992,41.4
0.999992,41.5
0.999992,41.6
0.999991,41.7
0.999991,41.8
0.99999,41.9
0.99999,42
0.99999,42.1
0.999989,42.2
0.999989,42.3
0.999988,42.4
0.999988,42.5
0.999987,42.6
0.999987,42.7
0.999986,42.8
0.999985,42.9
0.999985,43
0.999984,43.1
0.999983,43.2
0.999983,43.3
0.999982,43.4
0.999981,43.5
0.99998,43.6
0.99998,43.7
0.999979,43.8
0.999978,43.9
0.999977,44
0.999976,44.1
0.999975,44.2
0.999974,44.3
0.999973,44.4
0.999971,44.5
0.99997,44.6
0.999969,44.7
0.999967,44.8
0.999966,44.9
0.999965,45
0.999963,45.1
0.999962,45.2
0.99996,45.3
0.999958,45.4
0.999956,45.5
0.999954,45.6
0.999952,45.7
0.99995,45.8
0.999948,45.9
0.999946,46
0.999944,46.1
0.999941,46.2
0.999939,46.3
0.999936,46.4
0.999933,46.5
0.99993,46.6
0.999927,46.7
0.999924,46.8
0.999921,46.9
0.999918,47
0.999914,47.1
0.99991,47.2
0.999907,47.3
0.999903,47.4
0.999898,47.5
0.999894,47.6
0.999889,47.7
0.999885,47.8
0.99988,47.9
0.999875,48
0.999869,48.1
0.999863,48.2
0.999858,48.3
0.999851,48.4
0.999845,48.5
0.999838,48.6
0.999831,48.7
0.999824,48.8
0.999817,48.9
0.999809,49
0.9998,49.1
0.999792,49.2
0.999783,49.3
0.999774,49.4
0.999764,49.5
0.999754,49.6
0.999743,49.7
0.999732,49.8
0.99972,49.9
0.999708,50
0.999696,50.1
0.999683,50.2
0.999669,50.3
0.999655,50.4
0.99964,50.5
0.999625,50.6
0.999608,50.7
0.999591,50.8
0.999574,50.9
0.999556,51
0.999536,51.1
0.999516,51.2
0.999496,51.3
0.999474,51.4
0.999451,51.5
0.999428,51.6
0.999403,51.7
0.999377,51.8
0.999351,51.9
0.999323,52
0.999293,52.1
0.999263,52.2
0.999231,52.3
0.999198,52.4
0.999164,52.5
0.999128,52.6
0.99909,52.7
0.999051,52.8
0.99901,52.9
0.998968,53
0.998923,53.1
0.998877,53.2
0.998829,53.3
0.998778,53.4
0.998726,53.5
0.998671,53.6
0.998614,53.7
0.998554,53.8
0.998492,53.9
0.998427,54
0.99836,54.1
0.998289,54.2
0.998216,54.3
0.998139,54.4
0.998059,54.5
0.997976,54.6
0.997889,54.7
0.997798,54.8
0.997703,54.9
0.997605,55
0.997502,55.1
0.997394,55.2
0.997282,55.3
0.997166,55.4
0.997044,55.5
0.996917,55.6
0.996785,55.7
0.996647,55.8
0.996502,55.9
0.996352,56
0.996196,56.1
0.996033,56.2
0.995862,56.3
0.995685,56.4
0.9955,56.5
0.995307,56.6
0.995106,56.7
0.994896,56.8
0.994677,56.9
0.994449,57
0.994211,57.1
0.993963,57.2
0.993704,57.3
0.993435,57.4
0.993154,57.5
0.992861,57.6
0.992555,57.7
0.992237,57.8
0.991905,57.9
0.991559,58
0.991198,58.1
0.990822,58.2
0.99043,58.3
0.990021,58.4
0.989595,58.5
0.989151,58.6
0.988688,58.7
0.988205,58.8
0.987703,58.9
0.987179,59
0.986632,59.1
0.986063,59.2
0.985471,59.3
0.984852,59.4
0.984208,59.5
0.983537,59.6
0.982838,59.7
0.982109,59.8
0.98135,59.9
0.98056,60
0.979736,60.1
0.978878,60.2
0.977984,60.3
0.977054,60.4
0.976084,60.5
0.975074,60.6
0.974023,60.7
0.972929,60.8
0.971788,60.9
0.970601,61
0.969366,61.1
0.968079,61.2
0.96674,61.3
0.965347,61.4
0.963897,61.5
0.962387,61.6
0.960817,61.7
0.959183,61.8
0.957483,61.9
0.955715,62
0.953876,62.1
0.951964,62.2
0.949975,62.3
0.947908,62.4
0.945759,62.5
0.943525,62.6
0.941203,62.7
0.93879,62.8
0.936284,62.9
0.933681,63
0.930976,63.1
0.928168,63.2
0.925254,63.3
0.922227,63.4
0.919086,63.5
0.915828,63.6
0.912447,63.7
0.908941,63.8
0.905305,63.9
0.901537,64
0.89763,64.1
0.893583,64.2
0.889391,64.3
0.885049,64.4
0.880554,64.5
0.875902,64.6
0.87109,64.7
0.866111,64.8
0.860963,64.9
0.855643,65
0.850147,65.1
0.844469,65.2
0.838607,65.3
0.832558,65.4
0.826317,65.5
0.819882,65.6
0.813249,65.7
0.806416,65.8
0.799379,65.9
0.792137,66
0.784688,66.1
0.777029,66.2
0.769157,66.3
0.761073,66.4
0.752776,66.5
0.744264,66.6
0.735538,66.7
0.726598,66.8
0.717445,66.9
0.70808,67
0.698504,67.1
0.688721,67.2
0.678731,67.3
0.668541,67.4
0.658153,67.5
0.647572,67.6
0.636803,67.7
0.625851,67.8
0.614725,67.9
0.60343,68
0.591975,68.1
0.580369,68.2
0.568619,68.3
0.556737,68.4
0.544732,68.5
0.532617,68.6
0.520401,68.7
0.508097,68.8
0.49572,68.9
0.483281,69
0.470794,69.1
0.458272,69.2
0.445731,69.3
0.433186,69.4
0.42065,69.5
0.40814,69.6
0.395671,69.7
0.383256,69.8
0.370912,69.9
0.358655,70
0.346499,70.1
0.334458,70.2
0.322546,70.3
0.310779,70.4
0.29917,70.5
0.287731,70.6
0.276476,70.7
0.265415,70.8
0.254561,70.9
0.243924,71
0.233513,71.1
0.223338,71.2
0.213405,71.3
0.203724,71.4
0.1943,71.5
0.185139,71.6
0.176245,71.7
0.167621,71.8
0.159272,71.9
0.151199,72
0.143402,72.1
0.135883,72.2
0.12864,72.3
0.121672,72.4
0.114979,72.5
0.108556,72.6
0.102401,72.7
0.0965091,72.8
0.0908769,72.9
0.0854988,73
0.0803697,73.1
0.0754837,73.2
0.0708341,73.3
0.0664153,73.4
0.0622202,73.5
0.0582419,73.6
0.0544731,73.7
0.0509064,73.8
0.047535,73.9
0.0443512,74
0.0413475,74.1
0.0385167,74.2
0.0358511,74.3
0.0333437,74.4
0.0309874,74.5
0.0287749,74.6
0.0266993,74.7
0.0247537,74.8
0.0229319,74.9
0.0212273,75
0.0196334,75.1
0.0181445,75.2
0.0167546,75.3
0.0154584,75.4
0.0142501,75.5
0.0131248,75.6
0.0120776,75.7
0.0111035,75.8
0.0101983,75.9
0.00935756,76
0.00857726,76.1
0.00785345,76.2
0.00718248,76.3
0.00656097,76.4
0.00598552,76.5
0.00545306,76.6
0.00496071,76.7
0.00450565,76.8
0.00408531,76.9
0.00369725,77
0.00333924,77.1
0.00300907,77.2
0.0027047,77.3
0.00242434,77.4
0.00216621,77.5
0.00192865,77.6
0.0017101,77.7
0.00150917,77.8
0.00132455,77.9
0.00115496,78
0.000999279,78.1
0.00085643,78.2
0.000725373,78.3
0.000605246,78.4
0.000495192,78.5
0.000394385,78.6
0.000302094,78.7
0.000217622,78.8
0.000140424,78.9
6.98476e-05,79
5.3443e-06,79.1
-5.35519e-05,79.2
-0.000107292,79.3
-0.000156311,79.4
-0.000201008,79.5
-0.000241725,79.6
-0.000278804,79.7
-0.000312533,79.8
-0.000343231,79.9
-0.000371103,80
-0.000396439,80.1
-0.000419435,80.2
-0.000440244,80.3
-0.000459128,80.4
-0.000476204,80.5
-0.000491677,80.6
-0.000505609,80.7
-0.000518182,80.8
-0.000529539,80.9
-0.00053975,81
-0.000548914,81.1
-0.000557114,81.2
-0.000564493,81.3
-0.000571067,81.4
-0.000576927,81.5
-0.000582145,81.6
-0.000586752,81.7
-0.000590852,81.8
-0.000594421,81.9
-0.000597593,82
-0.000600321,82.1
-0.000602692,82.2
-0.000604749,82.3
-0.000606497,82.4
-0.000607976,82.5
-0.000609172,82.6
-0.000610194,82.7
-0.000611002,82.8
-0.000611615,82.9
-0.000612055,83
-0.000612346,83.1
-0.000612547,83.2
-0.000612568,83.3
-0.000612517,83.4
-0.000612347,83.5
-0.000612092,83.6
-0.000611779,83.7
-0.000611364,83.8
-0.00061092,83.9
-0.000610384,84
-0.000609828,84.1
-0.000609228,84.2
-0.000608565,84.3
-0.000607876,84.4
-0.000607152,84.5
-0.000606445,84.6
-0.000605661,84.7
-0.000604881,84.8
-0.000604075,84.9
-0.000603274,85
-0.000602457,85.1
-0.000601595,85.2
-0.000600774,85.3
-0.000599913,85.4
-0.00059907,85.5
-0.00059822,85.6
-0.00059734,85.7
-0.00059649,85.8
-0.000595612,85.9
-0.000594779,86
-0.000593907,86.1
-0.000593048,86.2
-0.000592197,86.3
-0.000591363,86.4
-0.000590525,86.5
-0.000589661,86.6
-0.000588847,86.7
-0.00058802,86.8
-0.000587209,86.9
-0.000586389,87
-0.000585572,87.1
-0.000584796,87.2
-0.000583987,87.3
-0.000583217,87.4
-0.000582431,87.5
-0.00058166,87.6
-0.000580909,87.7
-0.000580153,87.8
-0.00057942,87.9
-0.000578665,88
-0.00057794,88.1
-0.000577223,88.2
-0.000576516,88.3
-0.000575799,88.4
-0.000575093,88.5
-0.00057443,88.6
-0.000573746,88.7
-0.000573079,88.8
-0.000572408,88.9
-0.000571761,89
-0.000571125,89.1
-0.00057048,89.2
-0.000569861,89.3
-0.000569241,89.4
-0.000568632,89.5
-0.000568036,89.6
-0.000567433,89.7
-0.000566844,89.8
-0.000566258,89.9
-0.000565704,90
-0.000565148,90.1
-0.000564589,90.2
-0.000564034,90.3
-0.000563506,90.4
-0.000562984,90.5
-0.000562447,90.6
-0.000561929,90.7
-0.000561429,90.8
-0.000560937,90.9
-0.000560447,91
-0.000559955,91.1
-0.000559482,91.2
-0.000559016,91.3
-0.000558557,91.4
-0.000558113,91.5
-0.000557662,91.6
-0.000557227,91.7
-0.000556803,91.8
-0.000556384,91.9
-0.000555959,92
-0.000555537,92.1
-0.000555147,92.2
-0.000554756,92.3
-0.000554362,92.4
-0.000553969,92.5
-0.000553602,92.6
-0.000553245,92.7
-0.000552873,92.8
-0.000552519,92.9
-0.000552165,93
-0.00055183,93.1
-0.000551498,93.2
-0.000551164,93.3
-0.000550848,93.4
-0.000550519,93.5
-0.000550216,93.6
-0.000549916,93.7
-0.00054961,93.8
-0.00054932,93.9
-0.000549035,94
-0.000548775,94.1
-0.000548489,94.2
-0.000548218,94.3
-0.000547953,94.4
-0.000547702,94.5
-0.00054745,94.6
-0.000547193,94.7
-0.000546962,94.8
-0.000546721,94.9
-0.000546504,95
-0.000546273,95.1
-0.000546043,95.2
-0.000545839,95.3
-0.000545624,95.4
-0.000545442,95.5
-0.000545237,95.6
-0.000545041,95.7
-0.000544859,95.8
-0.000544673,95.9
-0.000544502,96
-0.000544312,96.1
-0.000544155,96.2
-0.000543997,96.3
-0.000543845,96.4
-0.000543689,96.5
-0.00054353,96.6
-0.000543401,96.7
-0.000543253,96.8
-0.000543129,96.9
-0.000542986,97
-0.000542866,97.1
-0.000542755,97.2
-0.000542632,97.3
-0.000542527,97.4
-0.000542403,97.5
-0.000542305,97.6
-0.000542215,97.7
-0.00054212,97.8
-0.000542035,97.9
-0.000541939,98
-0.000541877,98.1
-0.000541794,98.2
-0.00054172,98.3
-0.000541641,98.4
-0.000541584,98.5
-0.000541537,98.6
-0.000541468,98.7
-0.000541426,98.8
-0.000541374,98.9
-0.000541335,99
-0.000541297,99.1
-0.000541253,99.2
-0.000541232,99.3
-0.000541193,99.4
-0.000541189,99.5
-0.000541171,99.6
-0.000541148,99.7
-0.000541134,99.8
-0.000541124,99.9
-0.000541135,100
